product_id,product_name_du,brand,unit_du,unit_qty,unit_type_en,regular_price,current_price,valid_from,valid_to,product_name_en,url
52225,Bio+ Biologische aardappelen kruimig,Bio+,1 kg,1.0,kg,1.99,0.0,2025-04-14T04:52:00.000+02:00,2049-12-31T23:59:59.000+01:00,"Bio+ Organic potatoes, floury",https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/bio-biologische-aardappelen-kruimig/52225
59215,Biologische Aardappelen,Biologische,4 kg,4.0,kg,1.99,0.0,2025-11-27T04:54:00.000+01:00,2025-12-02T23:59:59.000+01:00,Organic Potatoes,
82857,1 de Beste Culinaire kriel aardappelen,1 de Beste,1 kg,1.0,kg,1.99,0.0,2025-07-29T04:56:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Culinary Bantam Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-culinaire-kriel-aardappelen/82857
82858,1 de Beste Culinaire rode kriel,1 de Beste,1 kg,1.0,kg,1.99,0.0,2025-08-09T05:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Culinary red bantam,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-culinaire-rode-kriel/82858
103911,1 de Beste Aardappelen kruimig,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-09-17T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/103911
103911,1 de Beste Aardappelen kruimig,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-09-17T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/103911
103911,1 de Beste Aardappelen kruimig,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-09-17T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/103911
103912,1 de Beste Aardappelen kruimig,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-09-17T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/103912
103912,1 de Beste Aardappelen kruimig,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-09-17T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/103912
103912,1 de Beste Aardappelen kruimig,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-09-17T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/103912
103915,1 de Beste Aardappelen vastkokend,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-11-19T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Waxy Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-vastkokend/103915
103915,1 de Beste Aardappelen vastkokend,1 de Beste,3 kg,3.0,kg,2.89,0.0,2025-11-19T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Waxy Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-vastkokend/103915
108146,1 de Beste Aardappelen kruimig,1 de Beste,1 kg,1.0,kg,1.19,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/108146
108146,1 de Beste Aardappelen kruimig,1 de Beste,1 kg,1.0,kg,1.19,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/108146
108146,1 de Beste Aardappelen kruimig,1 de Beste,1 kg,1.0,kg,1.19,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Floury Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-kruimig/108146
108147,1 de Beste Aardappelen vastkokend,1 de Beste,1 kg,1.0,kg,1.19,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Waxy Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-vastkokend/108147
108147,1 de Beste Aardappelen vastkokend,1 de Beste,1 kg,1.0,kg,1.19,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Waxy Potatoes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/1-de-beste-aardappelen-vastkokend/108147
117433,Zoete aardappelen rood-wit,,700 g,0.7,kg,2.99,0.0,2025-04-29T04:55:00.000+02:00,2049-12-31T23:59:59.000+01:00,Sweet potatoes red and white,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/aardappelen/zoete-aardappelen-rood-wit/117433
4417,Hollandse Conference peren,Hollandse,1 kg (ca. 5 stuks),1.0,kg,1.79,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Dutch Conference pears,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/hollandse-conference-peren/4417
4418,Golden delicious,,1 kg,1.0,kg,1.89,0.0,2025-10-29T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Golden delicious,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/golden-delicious/4418
4422,Hollandse Elstar,Hollandse,1 kg (ca. 5 stuks),1.0,kg,1.79,0.0,2025-11-05T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Dutch Elstar,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/hollandse-elstar/4422
4423,Hollandse Jonagold,Hollandse,1 kg (ca. 6 stuks),1.0,kg,1.79,0.0,2025-11-05T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Dutch Jonagold,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/hollandse-jonagold/4423
4514,Hollandse Doyenne du comice handperen,Hollandse,1 kg (ca. 7 stuks),1.0,kg,1.79,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Dutch Doyenne du comice hand pears,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/hollandse-doyenne-du-comice-handperen/4514
4518,Hollandse Goudreinet,Hollandse,1 kg (ca. 4 stuks),1.0,kg,1.69,0.0,2025-11-19T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Dutch Goudreinet,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/hollandse-goudreinet/4518
4538,Stoofperen Gieser Wildeman,,1 kg (ca. 8 stuks),1.0,kg,1.89,1.49,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:00.000+01:00,Stewed pears Gieser Wildeman,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/stoofperen-gieser-wildeman/4538
4608,Royal gala,,1 kg,1.0,kg,1.89,0.0,2025-10-29T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Royal gala,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/royal-gala/4608
6091,Kanzi Appelen,Kanzi,1.5 kg,1.5,kg,3.69,0.0,2025-11-01T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Kanzi Apples,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kanzi-appelen/6091
31869,Hollandse Kanzi,Hollandse,1 kg (ca. 6 stuks),1.0,kg,2.99,0.0,2025-02-25T04:59:00.000+01:00,2049-12-31T23:59:59.000+01:00,Dutch Kanzi,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/hollandse-kanzi/31869
58179,Jonagold verpakt,,"Per 1,5 kilo",1.5,kg,2.45,0.0,2025-10-15T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,Jonagold packed,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/jonagold-verpakt/58179
63996,1 de Beste Royal gala,1 de Beste,"1,5 kg",1.5,kg,2.99,0.0,2025-09-24T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Royal gala,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-royal-gala/63996
65942,Morgana,,"1,5 kg",1.5,kg,3.49,0.0,2025-11-19T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Morgana,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/morgana/65942
66443,1 de Beste Handperen verpakt,1 de Beste,1 kg,1.0,kg,1.79,0.0,2025-11-26T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1 the Best Hand Pears packed,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-handperen-verpakt/66443
68729,1 de Beste Granny smith,1 de Beste,6 stuks,6.0,stuk,2.99,0.0,2025-11-05T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Granny Smith,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-granny-smith/68729
83435,Appelen fuji,,4 Stuks,4.0,stuk,2.99,0.0,2025-11-12T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Fuji apples,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/appelen-fuji/83435
84300,Gezond tussendoortje,,Per stuk,1.0,stuk,0.99,0.0,2025-09-15T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,Healthy snack,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/gezond-tussendoortje/84300
113528,1 de Beste Elstar,1 de Beste,"1,5 kg",1.5,kg,2.39,1.99,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:00.000+01:00,1st Best Elstar,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-elstar/113528
113815,Bio royal gala,,4 Stuks,4.0,stuk,2.39,0.0,2025-10-15T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,Bio royal gala,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/bio-royal-gala/113815
113814,Bio conference,,4 Stuks,4.0,stuk,2.89,0.0,2025-11-05T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Bioconference,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/bio-conference/113814
116317,Pink lady,,6 Stuks,6.0,stuk,2.99,0.0,2025-11-19T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Pink lady,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/pink-lady/116317
119997,Bloss,,4 stuks,4.0,stuk,2.49,0.0,2025-11-10T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Blush,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/bloss/119997
4579,Del Monte Bananen,Del Monte,1 kg (ca. 5 stuks),1.0,kg,1.29,0.0,2025-08-27T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,Del Monte Bananas,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/del-monte-bananen/4579
57632,Bio fairtrade bananen,,5 stuks,5.0,stuk,1.89,0.0,2025-07-14T04:58:00.000+02:00,2049-12-31T23:59:59.000+01:00,Organic fair trade bananas,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/bio-fairtrade-bananen/57632
111935,Eat Me Bakbananen,Eat Me,2 stuks,2.0,stuk,2.29,0.0,2025-07-01T04:56:00.000+02:00,2049-12-31T23:59:59.000+01:00,Eat Me Plantains,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/eat-me-bakbananen/111935
4553,Kistje mandarijnen,,"2,3 kg",2.3,kg,4.99,4.99,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Box of tangerines,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kistje-mandarijnen/4553
4594,Grote citroen,,Per stuk,1.0,stuk,0.49,0.0,2022-12-21T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Big lemon,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/grote-citroen/4594
55220,Pomelo,,Per stuk,1.0,stuk,2.49,0.0,2025-11-12T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Pomelo,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/pomelo/55220
76205,1 de Beste Limoenen,1 de Beste,3 Stuks,3.0,stuk,0.99,0.0,2025-09-24T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Limes,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-limoenen/76205
76554,1 de Beste Handsinaasappelen verpakt,1 de Beste,2 kg,2.0,kg,2.89,0.0,2025-11-08T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,1 Packed the Best Hand Oranges,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-handsinaasappelen-verpakt/76554
76555,1 de Beste Perssinaasappelen verpakt,1 de Beste,2 kg,2.0,kg,2.79,0.0,2025-11-19T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1 Packed the Best Press Oranges,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-perssinaasappelen-verpakt/76555
76573,1 de Beste Mandarijnen verpakt,1 de Beste,1 kg,1.0,kg,1.99,1.49,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:00.000+01:00,1 the Best Mandarins packed,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-mandarijnen-verpakt/76573
82672,1 de Beste Citroenen verpakt,1 de Beste,500 g,0.5,kg,1.25,0.0,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,1 the Best Lemons packed,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-citroenen-verpakt/82672
99226,1 de Beste Grapefruits verpakt,1 de Beste,4 Stuks,4.0,stuk,2.25,0.0,2025-11-19T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1 the Best Grapefruits packaged,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-grapefruits-verpakt/99226
6662,Kakifruit,,1 kg,1.0,kg,3.38,0.0,2025-10-13T05:06:00.000+02:00,2049-12-31T23:59:59.000+01:00,Khaki fruit,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kakifruit/6662
6662,Kakifruit,,1 kg,1.0,kg,3.38,0.0,2025-10-13T05:06:00.000+02:00,2049-12-31T23:59:59.000+01:00,Khaki fruit,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kakifruit/6662
11169,Kokosnoot,,Per stuk,1.0,stuk,1.49,0.0,2025-05-26T04:51:00.000+02:00,2049-12-31T23:59:59.000+01:00,Coconut,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kokosnoot/11169
55252,Mango,,Per stuk,1.0,stuk,1.79,1.69,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:00.000+01:00,Mango,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/mango/55252
57948,Avocado,,Per stuk,1.0,stuk,1.19,0.0,2025-06-18T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,Avocado,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/avocado/57948
57949,Eat Me Avocado ready to eat,Eat Me,2 stuks,2.0,stuk,2.49,1.79,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Eat Me Avocado ready to eat,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/eat-me-avocado-ready-to-eat/57949
57950,Kakifruit,,1 kg,1.0,kg,2.49,0.0,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Khaki fruit,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kakifruit/57950
57950,Kakifruit,,1 kg,1.0,kg,2.49,0.0,2025-11-26T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Khaki fruit,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/kakifruit/57950
59785,Eat Me Passiefruit,Eat Me,4 stuks,4.0,stuk,2.49,0.0,2025-10-15T05:02:00.000+02:00,2049-12-31T23:59:59.000+01:00,Eat Me Passionfruit,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/eat-me-passiefruit/59785
75889,Voordeel avocado,,650 g,0.65,kg,2.89,0.0,2025-11-12T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,Advantage avocado,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/groente/voordeel-avocado/75889
76100,Granaatappel,,Per stuk,1.0,stuk,1.29,0.0,2025-10-15T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,Pomegranate,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/granaatappel/76100
44133,1 de Beste Ananas stukjes,1 de Beste,250 g,0.25,kg,1.99,0.0,2025-11-07T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Pineapple Pieces,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-ananas-stukjes/44133
44138,1 de Beste Fruitsalade,1 de Beste,250 g,0.25,kg,1.99,0.0,2025-11-17T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Fruit Salad,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-fruitsalade/44138
44142,1 de Beste Mango stukjes,1 de Beste,175 g,0.175,kg,2.49,0.0,2025-10-01T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1 the Best Mango pieces,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-mango-stukjes/44142
44142,1 de Beste Mango stukjes,1 de Beste,175 g,0.175,kg,2.49,0.0,2025-10-01T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1 the Best Mango pieces,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-mango-stukjes/44142
44147,1 de Beste Watermeloen stukjes,1 de Beste,250 g,0.25,kg,1.99,0.0,2025-11-07T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Watermelon Pieces,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-watermeloen-stukjes/44147
44149,1 de Beste Watermeloen part,1 de Beste,Per stuk,1.0,stuk,1.99,0.0,2025-08-23T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Watermelon part,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-watermeloen-part/44149
63125,1 de Beste Fruitsalade luxe,1 de Beste,500 g,0.5,kg,3.99,0.0,2025-10-25T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Fruit Salad Luxury,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-fruitsalade-luxe/63125
84690,1 de Beste Bavarois framboos,1 de Beste,110 g,0.11,kg,1.99,0.0,2025-06-18T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Bavarois raspberry,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-bavarois-framboos/84690
108701,Healthy Hand Granaatappelpitjes,Healthy Hand,185 g,0.185,kg,3.49,0.0,2025-10-13T05:06:00.000+02:00,2049-12-31T23:59:59.000+01:00,Healthy Hand Pomegranate Seeds,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/healthy-hand-granaatappelpitjes/108701
110355,1 de Beste Granaatappelpitjes,1 de Beste,90 g,0.09,kg,1.99,0.0,2025-10-10T00:00:00.000+02:00,2049-12-31T23:59:59.000+01:00,1st Best Pomegranate Seeds,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-granaatappelpitjes/110355
110468,1 de Beste Ananas geschild,1 de Beste,400 g,0.4,kg,2.99,0.0,2025-11-22T00:00:00.000+01:00,2049-12-31T23:59:59.000+01:00,1st Best Pineapple peeled,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/1-de-beste-ananas-geschild/110468
120488,Fruitspread appel rozijn,,200 g,0.2,kg,0.99,0.99,2025-11-27T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Fruit spread apple raisin,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/fruitspread-appel-rozijn/120488
120489,Fruitspread roodfruit,,200 g,0.2,kg,0.99,0.99,2025-11-27T00:00:00.000+01:00,2025-12-02T23:59:59.000+01:00,Fruit spread red fruit,https://www.dirk.nl/boodschappen/aardappelen-groente-fruit/fruit/fruitspread-roodfruit/120489
