url,sku,brand,product_name_du,unit_du,regular_price,current_price,product_name_en
https://www.hoogvliet.com/product/melkan-volle-melk-houdbaar-6-pak,704540000,Melkan,Volle melk houdbaar 6-pak,1.2 liter,1.83,1.83,Whole milk long-life 6-pack
https://www.hoogvliet.com/product/zuivelhoeve-xxl-fit-yoghurt-granola-vanille,727554000,Zuivelhoeve,Xxl fit yoghurt granola vanille,200 gram,2.06,2.06,XXL fit yogurt granola vanilla
https://www.hoogvliet.com/product/almhof-0-vet-yoghurt-perzik,50868000,Almhof,0% vet yoghurt perzik,500 gram,1.69,1.49,0% fat yogurt peach
https://www.hoogvliet.com/product/alpro-soja-groeidrink-1-3-jaar-houdbaar,26871000,Alpro,Soja Groeidrink 1-3+ Jaar Houdbaar,1 liter,2.35,2.35,Soy Growth Drink 1-3+ Years Shelf Life
https://www.hoogvliet.com/product/campina-dubbelvla-chocolade-vanille,64344000,Campina,Dubbelvla chocolade-vanille,1 liter,2.19,2.19,Chocolate-vanilla double custard
https://www.hoogvliet.com/product/bio-biologische-magere-melk,693973000,Bio+,Biologische magere melk,1 liter,1.23,1.23,Organic skimmed milk
https://www.hoogvliet.com/product/alpro-variatie-op-yoghurt-aardbei,700580000,Alpro,Variatie Op Yoghurt Aardbei,500 gram,2.09,2.09,Variation on strawberry yogurt
https://www.hoogvliet.com/product/zuivelhoeve-boer-n-vla-vanille-portie,718986000,Zuivelhoeve,Boer'n vla vanille portie,200 gram,1.2,1.2,Boer'n custard vanilla portion
https://www.hoogvliet.com/product/zuivelhoeve-xxl-fitquark-strawberry,729035000,Zuivelhoeve,Xxl fitquark strawberry,205 gram,1.95,1.95,XXL fitquark strawberry
https://www.hoogvliet.com/product/zuivelhoeve-boer-n-yoghurt-muesli-naturel,718979000,Zuivelhoeve,Boer`n yoghurt muesli naturel,170 gram,1.8,1.49,Boer`n yogurt muesli natural
https://www.hoogvliet.com/product/hero-tova-chocolade-dessertsaus,670887000,Hero,Tova Chocolade Dessertsaus,125 milliliter,2.29,2.29,Tova Chocolate Dessert Sauce
https://www.hoogvliet.com/product/zuivelhoeve-boer-n-yoghurt-appel-kaneel2,730601000,Zuivelhoeve,Boer'n yoghurt appel kaneel,170 gram,1.8,1.49,Boer'n yogurt apple cinnamon
https://www.hoogvliet.com/product/melkan-cr-me-brulee,667059000,Melkan,Crème brulee,202 gram,2.15,2.15,Creme brulee
https://www.hoogvliet.com/product/ehrmann-protein-pudding-choco-top,716318000,Ehrmann,Protein pudding choco top,200 gram,1.86,1.86,Protein pudding chocolate top
https://www.hoogvliet.com/product/alpro-sojadrink-rode-vruchten-houdbaar,73259000,Alpro,Sojadrink Rode Vruchten Houdbaar,1 liter,2.73,2.73,Soy Drink Red Fruits Shelf Life
https://www.hoogvliet.com/product/ehrmann-protein-pudding-vanille-top,716319000,Ehrmann,Protein pudding vanille top,200 gram,1.96,1.96,Protein pudding vanilla top
https://www.hoogvliet.com/product/bros-melkchocolade-mousse-4-pak,666822000,Bros,Melkchocolade mousse 4-pak,236 gram,2.19,2.19,Milk chocolate mousse 4-pack
https://www.hoogvliet.com/product/becel-margarine-romig1,722380000,Becel,Margarine romig,225 gram,2.11,2.11,Margarine creamy
https://www.hoogvliet.com/product/arla-lactofree-volle-yoghurt,714822000,Arla,Lactofree volle yoghurt,1 liter,2.39,2.39,Lacto-free full-fat yoghurt
https://www.hoogvliet.com/product/alpro-sojadrink-banaan-houdbaar,9474000,Alpro,Sojadrink Banaan Houdbaar,750 milliliter,2.63,2.63,Soy Drink Banana Shelf Life
https://www.hoogvliet.com/product/gouda-apos-s-glorie-zonne-pond,545120000,Gouda's Glorie,Zonne Pond,500 gram,2.11,2.11,Solar Pond
https://www.hoogvliet.com/product/alpro-sojadrink-gekoeld,40261000,Alpro,Sojadrink Gekoeld,1 liter,2.63,2.63,Soy drink Chilled
https://www.hoogvliet.com/product/isey-skyr-aardbei-banaan,693127000,Isey,Skyr aardbei-banaan,170 gram,1.86,1.86,Skyr strawberry banana
https://www.hoogvliet.com/product/melkan-rood-fruit-yoghurtdrink-6-pak,62422000,Melkan,Rood fruit yoghurtdrink 6-pak,1.2 liter,2.02,2.02,Red fruit yoghurt drink 6 pack
https://www.hoogvliet.com/product/bertolli-vloeibare-bakboter-met-olijfolie,22427000,Bertolli,Vloeibare Bakboter met Olijfolie,500 milliliter,3.66,3.66,Liquid Butter with Olive Oil
https://www.hoogvliet.com/product/alpro-plantaardige-variatie-op-kwark-naturel,678696000,Alpro,Plantaardige Variatie Op Kwark Naturel,400 gram,2.41,2.41,Vegetable Variation on Cottage Cheese Natural
https://www.hoogvliet.com/product/melkan-romige-yoghurt-aardbei,719320000,Melkan,Romige yoghurt aardbei,1 kilo,1.99,1.99,Creamy strawberry yogurt
https://www.hoogvliet.com/product/becel-proactiv-original-cholesterolverlagend1,71356000,Becel,ProActiv Original Cholesterolverlagend,250 gram,3.35,3.35,ProActiv Original Cholesterol lowering
https://www.hoogvliet.com/product/melkan-rijstdrink,690900000,Melkan,Rijstdrink,1 liter,1.79,1.79,Rice drink
https://www.hoogvliet.com/product/optimel-probiotica-yoghurt-mango-passievrucht,728165000,Optimel,Probiotica yoghurt mango passievrucht,450 gram,2.49,2.49,Probiotic yogurt mango passion fruit
https://www.hoogvliet.com/product/melkunie-halfvolle-melk-met-calcium,83401000,Melkunie,Halfvolle melk met calcium,1 liter,1.39,1.39,Semi-skimmed milk with calcium
https://www.hoogvliet.com/product/dr-oetker-kloppudding-karamel,68817000,Dr. Oetker,Kloppudding karamel,74 gram,1.15,1.15,Caramel whipped pudding
https://www.hoogvliet.com/product/campina-slagroom-royale-spuitbus,40269000,Campina,Slagroom Royale Spuitbus,225 gram,2.29,2.29,Whipped Cream Royale Spray Can
https://www.hoogvliet.com/product/arla-skyr-bosfruit,675461000,Arla,Skyr bosfruit,450 gram,2.15,2.15,Skyr forest fruit
https://www.hoogvliet.com/product/campina-magere-yoghurt,64395000,Campina,Magere yoghurt,500 milliliter,0.99,0.99,Low-fat yogurt
https://www.hoogvliet.com/product/alpro-mild-creamy-kokosnoot,676439000,Alpro,Mild & Creamy Kokosnoot,750 milliliter,2.98,2.98,Mild & Creamy Coconut
https://www.hoogvliet.com/product/dr-oetker-jelly-aardbeien-pudding,71549000,Dr. Oetker,Jelly aardbeien pudding,94 gram,1.39,1.39,Jelly strawberry pudding
https://www.hoogvliet.com/product/arla-lactofree-kwark-naturel-lactosevrij-,688659000,Arla,Lactofree kwark naturel (lactosevrij),450 gram,2.25,2.25,Lactofree cottage cheese natural (lactose-free)
https://www.hoogvliet.com/product/zuivelhoeve-boer-n-yoghurt-aardbei4,718967000,Zuivelhoeve,Boer'n yoghurt aardbei,750 gram,2.99,1.49,Boer'n yogurt strawberry
https://www.hoogvliet.com/product/melkan-yoghurtsnack-aardbei,727516000,Melkan,Yoghurtsnack aardbei,200 gram,1.1,1.1,Yogurt snack strawberry
https://www.hoogvliet.com/product/dr-oetker-kloppudding-vanille,68815000,Dr. Oetker,Kloppudding vanille,74 gram,0.99,0.99,Vanilla whipped pudding
https://www.hoogvliet.com/product/melkan-yoghurtdrink-perzik,959000,Melkan,Yoghurtdrink perzik,1 liter,1.22,1.22,Peach yogurt drink
https://www.hoogvliet.com/product/chocomel-0-6-pak,50359000,Chocomel,0% 6-pak,1.2 liter,3.59,3.59,0% 6 pack
https://www.hoogvliet.com/product/starbucks-chilled-classic-skinny-latte,85044000,Starbucks,Chilled classic skinny latte,220 milliliter,1.99,1.99,Chilled classic skinny latte
https://www.hoogvliet.com/product/danone-m-m-s-yoghurt-vanille,669512000,Danone,M&M's Yoghurt Vanille,120 gram,1.3,1.3,M&M's Yogurt Vanilla
https://www.hoogvliet.com/product/melkan-yoghurt-snack-banaan,729344000,Melkan,Yoghurt snack  banaan,200 gram,1.1,1.1,Yogurt snack banana
https://www.hoogvliet.com/product/streek-halfvolle-melk,83939000,Streek,Halfvolle melk,1 liter,2.05,2.05,Semi-skimmed milk
https://www.hoogvliet.com/product/arla-biologische-halfvolle-melk,668646000,Arla,Biologische Halfvolle Melk,1.5 liter,2.32,2.32,Organic Semi-skimmed Milk
https://www.hoogvliet.com/product/koopmans-custard,67242000,Koopmans,Custard,300 gram,0.95,0.95,Custard
https://www.hoogvliet.com/product/melkan-proteine-yoghurt-en-kwark-aardbei,727258000,Melkan,Proteine yoghurt en kwark aardbei,200 gram,1.3,1.3,Protein yogurt and strawberry cottage cheese
https://www.hoogvliet.com/product/isey-skyr-toffee-pouch,716347000,Isey,Skyr toffee pouch,140 gram,1.86,1.86,Skyr toffee pouch
https://www.hoogvliet.com/product/optimel-langlekker-drinkyoghurt-perzik-abrikoos-0-vet,665660000,Optimel,Langlekker Drinkyoghurt perzik abrikoos 0% vet,1.2 liter,3.15,3.15,Langlekker Drinking yoghurt peach apricot 0% fat
https://www.hoogvliet.com/product/almhof-roomyoghurt-walnoot-honing,54722000,Almhof,Roomyoghurt walnoot honing,500 gram,2.49,1.49,Cream yoghurt walnut honey
https://www.hoogvliet.com/product/melkan-high-protein-ijskoffie-latte,730140000,Melkan,High protein ijskoffie latte,250 milliliter,1.02,1.02,High protein iced coffee latte
https://www.hoogvliet.com/product/almhof-choco-mousse,44468000,Almhof,Choco mousse,140 gram,1.44,1.44,Chocolate mousse
https://www.hoogvliet.com/product/activia-yoghurt-vijg,55223000,Activia,Yoghurt Vijg,500 gram,2.93,2.93,Yogurt Fig
https://www.hoogvliet.com/product/campina-powerbol-red-fruit,729021000,Campina,Powerbol red fruit,350 gram,2.67,2.67,Powerbol red fruit
https://www.hoogvliet.com/product/hipro-drink-stracciatella,718773000,HiPRO,Drink stracciatella,300 milliliter,2.39,1.79,Drink stracciatella
https://www.hoogvliet.com/product/isey-skyr-air-cherry-chocolate,725418000,Isey,Skyr air cherry chocolate,125 gram,1.7,1.7,Skyr air cherry chocolate
https://www.hoogvliet.com/product/hipro-protein-drink-vanille-cookies,715966000,HiPRO,Protein Drink Vanille Cookies,300 milliliter,2.39,1.79,Protein Drink Vanilla Cookies
https://www.hoogvliet.com/product/g-apos-woon-lavacakejes,726674000,G'woon,Lavacakejes,180 gram,2.49,2.49,Lava cakes
https://www.hoogvliet.com/product/hipro-protein-kwark-banaan,716282000,HiPRO,Protein Kwark Banaan,200 milliliter,1.98,1.79,Protein Curd Banana
https://www.hoogvliet.com/product/actimel-drinkyoghurt-aardbei,84975000,Actimel,Drinkyoghurt Aardbei,800 gram,4.32,4.32,Strawberry yoghurt drink
https://www.hoogvliet.com/product/alpro-barista-caramel,728551000,Alpro,Barista caramel,750 milliliter,2.59,2.59,Barista caramel
https://www.hoogvliet.com/product/alpro-variatie-op-yoghurt-kers,80211000,Alpro,Variatie Op Yoghurt Kers,500 gram,2.69,2.69,Variation on Yogurt Cherry
https://www.hoogvliet.com/product/alpro-sojadrink-banaan-houdbaar1,54853000,Alpro,Sojadrink Banaan Houdbaar,1 liter,2.59,2.59,Soy Drink Banana Shelf Life
https://www.hoogvliet.com/product/lindahls-kvarg-mango-passie,729804000,Lindahls,Kvarg mango passie,450 gram,2.77,2.77,Kvarg mango passion
https://www.hoogvliet.com/product/campina-powerbol-peach,729022000,Campina,Powerbol peach,350 gram,2.67,2.67,Powerball peach
https://www.hoogvliet.com/product/paturain-cuisine,697275000,Paturain,Cuisine,185 gram,2.67,2.67,Cuisine
https://www.hoogvliet.com/product/melkan-chocolademelk-light,43689000,Melkan,Chocolademelk light,1 liter,1.05,1.05,Light chocolate milk
https://www.hoogvliet.com/product/korfez-ayran-yoghurtdrink,690892000,Korfez,Ayran yoghurtdrink,500 milliliter,0.99,0.99,Ayran yogurt drink
https://www.hoogvliet.com/product/campina-lang-lekker-magere-melk-houdbaar,673135000,Campina,Lang lekker magere melk houdbaar,1 liter,1.99,1.99,Delicious skimmed milk has a long shelf life
https://www.hoogvliet.com/product/zuivelhoeve-boer-n-yoghurt-bosvruchten4,718971000,Zuivelhoeve,Boer'n yoghurt bosvruchten,750 gram,3.29,1.49,Boer'n yoghurt forest fruits
https://www.hoogvliet.com/product/melkan-proteine-yoghurt-en-kwark-vanille,727257000,Melkan,Proteine yoghurt en kwark vanille,200 gram,1.3,1.3,Protein yogurt and vanilla cottage cheese
https://www.hoogvliet.com/product/oddlygood-dreamy-berries,727259000,Oddlygood,Dreamy berries,130 gram,1.85,1.85,Dreamyberries
https://www.hoogvliet.com/product/dr-oetker-kloppudding-banaan,69122000,Dr. Oetker,Kloppudding banaan,74 gram,0.98,0.98,Banana whipped pudding
https://www.hoogvliet.com/product/melkan-high-protein-chocolademousse,730239000,Melkan,High protein chocolademousse,200 gram,1.39,1.39,High protein chocolate mousse
https://www.hoogvliet.com/product/alpro-sojadrink-vanille-houdbaar,39767000,Alpro,Sojadrink Vanille Houdbaar,1 liter,2.77,2.77,Soy drink Vanilla Shelf life
https://www.hoogvliet.com/product/activia-yoghurt-naturel,52861000,Activia,Yoghurt Naturel,500 gram,2.36,2.36,Yoghurt Natural
https://www.hoogvliet.com/product/the-devon-cream-company-clotted-cream,672957000,The Devon Cream Company,Clotted cream,170 gram,4.29,4.29,Clotted cream
https://www.hoogvliet.com/product/alpro-sojadrink-chocolade-smaak-houdbaar,26840000,Alpro,Sojadrink Chocolade Smaak Houdbaar,1 liter,2.67,2.67,Soy Drink Chocolate Flavor Shelf Life
https://www.hoogvliet.com/product/melkan-roomyoghurt-aardbei1,729551000,Melkan,Roomyoghurt aardbei,500 gram,1.89,1.89,Strawberry cream yoghurt
https://www.hoogvliet.com/product/chocomel-lactosevrij,711150000,Chocomel,Lactosevrij,1 liter,2.69,2.69,Lactose-free
https://www.hoogvliet.com/product/streek-verse-roomboter-ongez-,703022000,Streek,Verse roomboter ongez.,250 gram,4.99,4.99,Unhealthy fresh butter
https://www.hoogvliet.com/product/melkan-chocolademelk-vol1,45553000,Melkan,Chocolademelk vol,1.2 liter,1.89,1.89,Chocolate milk full
https://www.hoogvliet.com/product/fristi-rood-fruit-6-pak,65641000,Fristi,Rood Fruit 6-pak,1.2 liter,3.55,3.55,Red Fruit 6-pack
https://www.hoogvliet.com/product/melkan-high-protein-rood-fruit,722561000,Melkan,High protein rood fruit,200 gram,0.9,0.9,High protein red fruit
https://www.hoogvliet.com/product/den-eelder-boeren-chocoladevla,60265000,Den Eelder,Boeren chocoladevla,750 milliliter,1.79,1.79,Farmer's chocolate custard
https://www.hoogvliet.com/product/alpro-variatie-op-yoghurt-vanille,58770000,Alpro,Variatie op Yoghurt Vanille,500 gram,2.69,2.69,Variation on Yogurt Vanilla
https://www.hoogvliet.com/product/arla-biologisch-volle-yoghurt,682721000,Arla,Biologisch volle yoghurt,1 liter,1.93,1.93,Organic full-fat yoghurt
https://www.hoogvliet.com/product/melkunie-protein-shake-chocolate,684212000,Melkunie,Protein shake chocolate,479 milliliter,2.46,2.46,Protein shake chocolate
https://www.hoogvliet.com/product/optimel-probiotica-yoghurt-framboos-bosbes,728166000,Optimel,Probiotica yoghurt framboos bosbes,450 gram,2.49,2.49,Probiotic yogurt raspberry blueberry
https://www.hoogvliet.com/product/chocomel-vol6,720028000,Chocomel,Vol,1.5 liter,7.59,7.59,Vol
https://www.hoogvliet.com/product/activia-kefir-mango,730775000,Activia,Kefir mango,280 milliliter,1.46,1.46,Kefir mango
https://www.hoogvliet.com/product/melkan-high-protein-drinkyoghurt-aardbei,722562000,Melkan,High protein drinkyoghurt aardbei,240 gram,1.34,1.34,High protein drinking yoghurt strawberry
https://www.hoogvliet.com/product/chocomel-halfvol-6-pak,51229000,Chocomel,Halfvol 6-pak,1.2 liter,3.59,3.59,Half full 6-pack
https://www.hoogvliet.com/product/blue-band-finesse-15-,729182000,Blue Band,Finesse 15%,250 milliliter,1.69,1.69,Finesse 15%
https://www.hoogvliet.com/product/chocomel-vol,45242000,Chocomel,Vol,300 milliliter,1.55,1.55,Vol
https://www.hoogvliet.com/product/melkan-high-protein-vanille-kwark,722560000,Melkan,High protein vanille kwark,200 gram,0.9,0.9,High protein vanilla cottage cheese
https://www.hoogvliet.com/product/melkan-roomyoghurt-sinaasappel,729554000,Melkan,Roomyoghurt sinaasappel,500 gram,1.89,1.89,Orange cream yoghurt
https://www.hoogvliet.com/product/oatly-haverdrank-halfvol,720064000,Oatly,Haverdrank halfvol,1 liter,2.56,2.56,Oat drink half full
https://www.hoogvliet.com/product/douwe-egberts-warm-of-koud-salted-caramel,713736000,Douwe Egberts,Warm of Koud Salted Caramel,8 stuk,3.35,2.29,Hot or Cold Salted Caramel
https://www.hoogvliet.com/product/sense-bakken-braden-vloeibaar,730138000,Sense,Bakken & braden vloeibaar,500 milliliter,2.26,2.26,Baking & roasting liquid
https://www.hoogvliet.com/product/fristi-rood-fruit-geen-suiker-toegevoegd-6-pak,65642000,Fristi,Rood Fruit geen suiker toegevoegd 6-pak,1.2 liter,3.55,3.55,Red Fruit no sugar added 6 pack
https://www.hoogvliet.com/product/chocomel-vol-6-pak,51227000,Chocomel,Vol 6-pak,1.2 liter,3.59,3.59,Full 6 pack
https://www.hoogvliet.com/product/sense-vloeibare-bewust-original1,728258000,Sense,Vloeibare bewust original,500 milliliter,1.99,1.99,Liquid conscious original
https://www.hoogvliet.com/product/becel-met-roomboter1,730159000,Becel,Met Roomboter,250 gram,2.94,2.94,With butter
https://www.hoogvliet.com/product/melkunie-breaker-drink-aardbei,729050000,Melkunie,Breaker drink aardbei,350 milliliter,1.69,1.69,Breaker drink strawberry
https://www.hoogvliet.com/product/bonomel-drinkyoghurt-perzik1,673817000,BonOmel,Drinkyoghurt perzik,6 pak,6.54,6.54,Drinking yoghurt peach
https://www.hoogvliet.com/product/danone-skyr-perzik-abrikoos,730738000,Danone,Skyr perzik abrikoos,145 gram,1.26,1.26,Skyr peach apricot
https://www.hoogvliet.com/product/optimel-limited-edition,71816000,Optimel,Limited Edition,1 liter,2.45,2.45,Limited Edition
https://www.hoogvliet.com/product/ehrmann-high-proteine-mousse-vanilla,708692000,Ehrmann,High proteine mousse vanilla,200 gram,2.2,2.2,High protein mousse vanilla
https://www.hoogvliet.com/product/alpro-amandeldrink-houdbaar,80210000,Alpro,Amandeldrink Houdbaar,1 liter,3.14,3.14,Almond drink Shelf life
https://www.hoogvliet.com/product/arla-biologisch-halfvolle-vanille-yoghurt,69879000,Arla,Biologisch halfvolle vanille yoghurt,1 liter,2.25,1.49,Organic semi-skimmed vanilla yoghurt
https://www.hoogvliet.com/product/zonnatura-rijst-hazelnoot-drink,682972000,Zonnatura,Rijst-hazelnoot drink,1 liter,3.29,3.29,Rice-hazelnut drink
https://www.hoogvliet.com/product/sense-orginal-vloeibaar,730139000,Sense,Orginal vloeibaar,750 milliliter,2.67,2.67,Original liquid
https://www.hoogvliet.com/product/melkunie-breaker-drink-mango,729051000,Melkunie,Breaker drink mango,350 milliliter,1.69,1.69,Breaker drink mango
https://www.hoogvliet.com/product/melkunie-protein-pouch-peach,729049000,Melkunie,Protein pouch peach,200 gram,1.79,1.79,Protein pouch peach
https://www.hoogvliet.com/product/flower-farm-light-goed-voor-het-hart,714043000,Flower Farm,Light Goed voor het Hart,375 gram,3.08,3.08,Light Good for the Heart
https://www.hoogvliet.com/product/hoogvliet-bolschaal-mango,718630000,Hoogvliet,Bolschaal mango,500 gram,4.49,4.49,Mango bowl
https://www.hoogvliet.com/product/danone-skyr-aardbei,730737000,Danone,Skyr aardbei,145 gram,1.26,1.26,Skyr strawberry
https://www.hoogvliet.com/product/alpro-kokosnootdrink-houdbaar,84529000,Alpro,Kokosnootdrink Houdbaar,1 liter,3.19,3.19,Coconut drink Shelf life
https://www.hoogvliet.com/product/eat-natural-amandel-abrikoos-met-yoghurtlaag,727890000,Eat Natural,Amandel abrikoos met yoghurtlaag,120 gram,3.14,3.14,Almond apricot with yoghurt layer
https://www.hoogvliet.com/product/starbucks-white-chocolate-mocha,730534000,Starbucks,White chocolate mocha,220 milliliter,1.92,1.92,White chocolate mocha
https://www.hoogvliet.com/product/coolbest-proteindrink-strawberry,729477000,Coolbest,Proteindrink strawberry,330 milliliter,1.95,1.95,Protein drink strawberry
https://www.hoogvliet.com/product/danone-skyr-drink-aardbei,730731000,Danone,Skyr drink aardbei,270 milliliter,1.75,1.75,Skyr drink strawberry
https://www.hoogvliet.com/product/blue-band-finesse-31-,729181000,Blue Band,Finesse 31%,250 milliliter,1.69,1.49,Finesse 31%
https://www.hoogvliet.com/product/oatly-haverdrank-vol,720065000,Oatly,Haverdrank vol,1 liter,2.69,2.69,Oat drink vol
https://www.hoogvliet.com/product/oatly-bio-haver-barista,726418000,Oatly,Bio haver barista,1 liter,2.83,2.83,Organic oat barista
https://www.hoogvliet.com/product/melkunie-milkshake-aardbei,80778000,Melkunie,Milkshake aardbei,200 milliliter,1.03,1.03,Strawberry milkshake
https://www.hoogvliet.com/product/danone-skyr-drink-vanille,730735000,Danone,Skyr drink vanille,270 gram,1.75,1.75,Skyr drink vanilla
https://www.hoogvliet.com/product/melkunie-milkshake-banaan,80777000,Melkunie,Milkshake banaan,200 milliliter,1.03,1.03,Milkshake banana
https://www.hoogvliet.com/product/starbucks-protein-drink-chocolate-mocca,729055000,Starbucks,Protein drink chocolate mocca,330 milliliter,2.67,2.67,Protein drink chocolate mocha
https://www.hoogvliet.com/product/activia-kefir-bosbes,730774000,Activia,Kefir bosbes,280 milliliter,1.4,1.4,Kefir blueberry
https://www.hoogvliet.com/product/nesquik-chocoballs,728635000,Nesquik,Chocoballs,240 gram,2.05,2.05,Chocoballs
https://www.hoogvliet.com/product/coolbest-proteindrink-passion,729480000,Coolbest,Proteindrink passion,330 milliliter,1.95,1.95,Protein drink passion
https://www.hoogvliet.com/product/dr-oetker-kookpudding-vanille,180572000,Dr. Oetker,Kookpudding vanille,77 gram,0.93,0.93,Vanilla cooking pudding
https://www.hoogvliet.com/product/campina-lang-lekker-volle-melk,697909000,Campina,Lang lekker volle melk,12 pak,23.88,23.88,Long tasty whole milk
https://www.hoogvliet.com/product/oddlygood-barista-oat,726479000,Oddlygood,Barista oat,1 liter,2.56,2.56,Barista oat
https://www.hoogvliet.com/product/coolbest-proteindrink-mango,729478000,Coolbest,Proteindrink mango,330 milliliter,1.95,1.95,Protein drink mango
https://www.hoogvliet.com/product/wecare-meal-replacement-drink-chocolade,726079000,WeCare,Meal replacement drink chocolade,236 milliliter,2.59,2.59,Meal replacement drink chocolate
https://www.hoogvliet.com/product/campina-lang-lekker-halfvol-melk,697912000,Campina,Lang lekker halfvol melk,12 pak,23.04,23.04,Long tasty semi-skimmed milk
https://www.hoogvliet.com/product/chocomel-vol5,712811000,Chocomel,Vol,200 milliliter,0.99,0.99,Vol
https://www.hoogvliet.com/product/zuivelhoeve-boer-n-vla-duo-choco-vanille,718968000,Zuivelhoeve,Boer'n vla duo choco vanille,450 milliliter,1.92,1.49,Boer'n custard duo choco vanilla
https://www.hoogvliet.com/product/zuivelhoeve-stevige-trek-vanille-muesli,729033000,Zuivelhoeve,Stevige trek vanille muesli,310 gram,2.77,1.49,Strong puff of vanilla muesli
https://www.hoogvliet.com/product/almhof-roomyoghurt-stracciatella1,62321000,Almhof,Roomyoghurt stracciatella,500 gram,2.49,1.49,Cream yoghurt stracciatella
https://www.hoogvliet.com/product/mona-pudding-frambozen,725461000,Mona,Pudding frambozen,450 gram,2.55,2.55,Pudding raspberries
https://www.hoogvliet.com/product/choba-chocolade-boter,160008000,Choba,Chocolade boter,250 gram,1.49,1.49,Chocolate butter
https://www.hoogvliet.com/product/hipro-prote-ne-drink-mango,718768000,HiPRO,Proteïne drink mango,300 milliliter,2.36,1.79,Protein drink mango
https://www.hoogvliet.com/product/hipro-drink-banaan,725392000,HiPRO,Drink banaan,300 milliliter,2.36,1.79,Drink banana
https://www.hoogvliet.com/product/melkan-sojadrink-naturel-original,670875000,Melkan,Sojadrink naturel original,1 liter,0.69,0.69,Soy drink natural original
https://www.hoogvliet.com/product/mora-classics-frikandellen,8335000,Mora,Classics Frikandellen,5 stuk,2.19,2.19,Classics Frikandellen
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-salami,530050000,Dr. Oetker,Ristorante pizza salami,1 stuk,2.85,2.85,Ristorante pizza salami
https://www.hoogvliet.com/product/dr-oetker-big-americans-texas,678268000,Dr. Oetker,Big americans texas,435 gram,4.65,4.65,Big americans texas
https://www.hoogvliet.com/product/dr-oetker-big-americans-bbq-chicken,710582000,Dr. Oetker,Big Americans BBQ Chicken,460 gram,4.69,4.69,Big Americans BBQ Chicken
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-margherita,697479000,Dr. Oetker,Ristorante pizza margherita,1 stuk,3.69,3.69,Ristorante pizza margherita
https://www.hoogvliet.com/product/mora-oven-airfryer-rundvlees-kroketten,670023000,Mora,Oven & Airfryer Rundvlees Kroketten,4 stuk,4.19,4.19,Oven & Airfryer Beef Croquettes
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-quattro-formaggi,38008000,Dr. Oetker,Ristorante pizza quattro formaggi,1 stuk,3.75,3.75,Ristorante pizza quattro formaggi
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-salami-mozarella-pesto,666105000,Dr. Oetker,Ristorante pizza salami mozarella pesto,1 stuk,3.81,3.81,Ristorante pizza salami mozzarella pesto
https://www.hoogvliet.com/product/dr-oetker-bistro-baguette-salami,50575000,Dr. Oetker,Bistro baguette salami,250 gram,1.95,1.95,Bistro baguette salami
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-tonno,16000,Dr. Oetker,Ristorante pizza tonno,1 stuk,2.85,2.85,Ristorante pizza tonno
https://www.hoogvliet.com/product/dr-oetker-mini-pizza-salame1,723653000,Dr. Oetker,Mini pizza salame,300 gram,3.85,3.85,Mini pizza salad
https://www.hoogvliet.com/product/g-apos-woon-krokante-pizza-salami,684792000,G'woon,Krokante pizza salami,320 gram,2.39,2.39,Crispy pizza salami
https://www.hoogvliet.com/product/aviko-pommes-frites-supercrunch-airfryer,677943000,Aviko,Pommes Frites Supercrunch Airfryer,750 gram,2.25,2.25,Pommes Frites Supercrunch Airfryer
https://www.hoogvliet.com/product/g-apos-woon-mango,681536000,G'woon,Mango,250 gram,1.91,1.91,Mango
https://www.hoogvliet.com/product/dr-oetker-bistro-baguette-bolognaise,58457000,Dr. Oetker,Bistro baguette bolognaise,250 gram,2.19,2.19,Bistro baguette bolognese
https://www.hoogvliet.com/product/mars-ice-cream,61127000,Mars,Ice cream,6 stuk,4.69,4.69,Ice cream
https://www.hoogvliet.com/product/mora-oven-airfryer-hapjes-mix,695025000,Mora,Oven & Airfryer Hapjes Mix,16 stuk,3.79,3.79,Oven & Airfryer Snack Mix
https://www.hoogvliet.com/product/g-apos-woon-blauwe-bessen,681533000,G'woon,Blauwe bessen,250 gram,2.09,2.09,Blueberries
https://www.hoogvliet.com/product/snickers-ice-cream,61125000,Snickers,Ice cream,6 stuk,4.69,4.69,Ice cream
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-speciale1,714131000,Dr. Oetker,Ristorante pizza speciale,1 stuk,3.81,3.81,Ristorante pizza special
https://www.hoogvliet.com/product/dr-oetker-ristorante-pizza-pollo,61477000,Dr. Oetker,Ristorante pizza pollo,1 stuk,2.99,2.99,Ristorante pizza pollo
https://www.hoogvliet.com/product/mora-oven-airfryer-goudse-kaassouffl-s,672903000,Mora,Oven & Airfryer Goudse Kaassoufflés,280 gram,4.39,4.39,Oven & Airfryer Gouda Cheese Soufflés
https://www.hoogvliet.com/product/g-apos-woon-airfryer-friet,698108000,G'woon,Airfryer friet,750 gram,1.99,1.99,Air fryer fries
